,item_group,bigram,tscore
14082,daemon tools lite,"('of', 'daemon tools lite')",0.9553314651589658
14083,daemon tools lite,"('daemon tools lite', 'and')",0.9281850949768463
14085,data,"('data', 'from')",11.87686262250885
14086,data,"('the', 'data')",9.757747085068461
14087,data,"('your', 'data')",9.469979206939374
14088,data,"('my', 'data')",7.784822056310571
14089,data,"('of', 'data')",7.762205260597049
14734,dd,"('dd', 'starting')",1.4137911714488698
14735,dd,"('using', 'dd')",1.4078347669731572
14736,dd,"('in', 'dd')",1.3822281827471805
14737,dd,"('dd', 'is')",0.9309109739445298
14738,dd,"('of', 'dd')",0.9255524419316098
14739,deal,"('deal', 'with')",11.665918196683005
14740,deal,"('great', 'deal')",10.507669454648424
14741,deal,"('big', 'deal')",9.089419339699477
14742,deal,"('to', 'deal')",7.820616207205521
14743,deal,"('good', 'deal')",7.5495611860275895
14860,deductionpro software,"('includes', 'deductionpro software')",1.413724142856304
14861,deductionpro software,"('include', 'deductionpro software')",0.999393639798538
14862,defender,"('and', 'defender')",2.021957298260506
14863,defender,"('of', 'defender')",1.8511048838632196
14864,defender,"('defender', 'is')",1.5724965364041783
14865,defender,"('defender', 'spyware')",1.4125516964417173
14866,defender,"('defender', '--')",1.389174782340339
14877,defrag,"('defrag', 'hard')",1.7209010957577848
14878,defrag,"('to', 'defrag')",1.5422415272129602
14879,defrag,"('smart', 'defrag')",1.412010759081054
14880,defrag,"('defrag', 'automatically')",1.4093783634457517
14881,defrag,"('defrag', 'again')",1.3997353863789332
14914,defrag program,"('defrag program', 'from')",1.4049968539176747
14915,defrag program,"('party', 'defrag program')",0.999794746288394
14916,defrag program,"('defrag program', 'did')",0.993248563028166
14917,defrag program,"('the', 'defrag program')",0.8503543760169656
14918,delay,"('delay', 'in')",1.8281102008744434
14919,delay,"('noticeable', 'delay')",1.7311570575977313
14920,delay,"('delay', 'options')",1.7224945578773938
14921,delay,"('a', 'delay')",1.590474190912588
14922,delay,"('programmed', 'delay')",1.4140662102605128
14960,dell,"('my', 'dell')",5.9133739108572545
14961,dell,"('a', 'dell')",5.628905667695957
14962,dell,"('dell', 'xps')",4.795249171617447
14963,dell,"('dell', 'laptop')",3.844092282325265
14964,dell,"('old', 'dell')",3.270989532646498
15108,dell oem,"('dell oem', 'windows xp')",1.4136341251183546
15109,dell oem,"('dell oem', 'cds')",0.999816681799558
15110,dell oem,"('dell oem', 'hardware')",0.999285529064944
15111,dell oem,"('using', 'dell oem')",0.992783216827044
15112,dell oem,"('my', 'dell oem')",0.9730866946239979
15113,delorme,"('the', 'delorme')",1.7755315640254483
15114,delorme,"('delorme', 'product')",1.7164843607030074
15115,delorme,"('delorme', ""'s"")",1.6979462856436007
15116,delorme,"('delorme', 'due')",0.998105711928766
15117,delorme,"('delorme', 'gives')",0.9978847899949
15130,delorme street atlas,"('delorme street atlas', 'usa')",0.999986682011079
15131,delorme street atlas,"('delorme street atlas', 'since')",0.998115112862122
15132,delorme street atlas,"('using', 'delorme street atlas')",0.996391608413522
15133,delorme street atlas,"('the', 'delorme street atlas')",0.9251771880084828
15134,deluxe,"('deluxe', 'version')",9.277113491366723
15135,deluxe,"('the', 'deluxe')",8.190469873971535
15136,deluxe,"('deluxe', 'for')",4.003994505125136
15137,deluxe,"('deluxe', ""''"")",3.8364806534905984
15138,deluxe,"('``', 'deluxe')",3.601531138553496
15282,deluxe package,"('the', 'deluxe package')",2.8129429700212065
15283,deluxe package,"('deluxe package', 'has')",2.629883968263957
15284,deluxe package,"('deluxe package', 'was')",2.4192973454429256
15285,deluxe package,"('in', 'deluxe package')",2.1753799866339696
15286,deluxe package,"('8.0', 'deluxe package')",0.99988248833305
15288,deluxe program,"('deluxe program', 'was')",1.407240926880345
15289,deluxe program,"('the', 'deluxe program')",1.361305844626447
15290,deluxe software,"('the', 'deluxe software')",1.6240533809568094
15291,deluxe software,"('former', 'deluxe software')",0.999870737166355
15292,deluxe software,"('deluxe software', 'costs')",0.9996024188601526
15293,deluxe software,"('2015', 'deluxe software')",0.9996024188601526
15294,deluxe software,"('deluxe software', 'package')",0.9981942373845349
15297,deluxe turbotax software,"('deluxe turbotax software', 'makes')",0.999537004032217
15298,deluxe turbotax software,"(""'s"", 'deluxe turbotax software')",0.9950774362714645
15299,demo,"('the', 'demo')",3.784107133315003
15300,demo,"('demo', 'from')",2.7685185197859585
15301,demo,"('month', 'demo')",2.4460637640187515
15302,demo,"('a', 'demo')",1.9919220061537124
15303,demo,"('demo', 'version')",1.9351359100769387
15338,denomination,"('this', 'denomination')",1.4022869045389084
15339,denomination,"('denomination', 'is')",1.3946722348413363
15340,detroit,"('detroit', 'proudly')",0.9999980414722175
15341,detroit,"('like', 'detroit')",0.9972318168322145
15342,device,"('this', 'device')",6.53249492368416
15343,device,"('the', 'device')",6.475612280066355
15344,device,"('device', 'is')",6.17046614932383
15345,device,"('mobile', 'device')",4.984793755273336
15346,device,"('android', 'device')",4.780732850888011
15604,device support,"('device support', 'are')",2.2240081574929587
15605,device support,"('this', 'device support')",2.213438735322077
15606,device support,"('input/output', 'device support')",0.999988248833305
15607,dfx software,"('the', 'dfx software')",0.9625885940042413
15608,dialup,"('with', 'dialup')",2.7771690859140894
15609,dialup,"('on', 'dialup')",1.6651783179514899
15610,dialup,"('56k', 'dialup')",1.414161767551567
15611,dialup,"('like', 'dialup')",1.3809377438514658
15612,dialup,"('dialup', 'connection')",0.997775895850193
15616,dictate,"('to', 'dictate')",6.010071201296839
15617,dictate,"('of', 'dictate')",2.9902397569355137
15618,dictate,"('that', 'dictate')",2.6392613931950377
15619,dictate,"('dictate', 'a')",2.1466981165705574
15620,dictate,"('dictate', '1.3')",1.9994455407847742
15704,difficulty,"('no', 'difficulty')",3.08471339208373
15705,difficulty,"('difficulty', 'with')",2.8467452900751473
15706,difficulty,"('difficulty', 'in')",2.827557119121471
15707,difficulty,"('much', 'difficulty')",2.7659476131901175
15708,difficulty,"('any', 'difficulty')",2.765753174876146
15785,digi,"('digi', 'products')",2.2318190823997712
15786,digi,"('used', 'digi')",2.224417018394358
15787,digi,"('from', 'digi')",2.2142086340631444
15788,digital,"('a', 'digital')",7.934864025666657
15789,digital,"('digital', 'media')",5.716441160407686
15790,digital,"('digital', 'art')",5.3733498452471515
15791,digital,"('digital', 'camera')",5.277815623228011
15792,digital,"('western', 'digital')",4.688684056956243
16094,digital image,"('for', 'digital image')",1.3506172769111366
16095,digital image,"('a', 'digital image')",1.2922857827197827
16096,digital image,"('digital image', 'library')",0.99920092066474
16097,digital image,"('digital image', 'standard')",0.99822949088462
16098,digital image,"('powerful', 'digital image')",0.998195020795648
16102,digital image pro,"('digital image pro', '10')",1.4124990706872236
16103,digital image pro,"('digital image pro', '10.')",0.999792396055055
16104,digital image pro,"('use', 'digital image pro')",0.9830881125981125
16105,digital image pro,"('digital image pro', 'or')",0.97996034372946
16106,digital image software,"('the', 'digital image software')",1.3348519857531231
16107,digital image software,"('like', 'digital image software')",0.9916954504966434
16108,digital image software,"('digital image software', 'and')",0.9281850949768463
16109,directx,"('directx', '9')",2.644654846956529
16110,directx,"('directx', '10')",1.9944232879921096
16111,directx,"('directx', '9.0c')",1.7320352031285917
16112,directx,"('under', 'directx')",1.7290027402330714
16113,directx,"('directx', 'feb2006')",1.4142008214009545
16127,disc,"('the', 'disc')",8.080959442813043
16128,disc,"('a', 'disc')",7.042527056247893
16129,disc,"('disc', 'burning')",4.23410589765104
16130,disc,"('installation', 'disc')",3.917252397042153
16131,disc,"('blu-ray', 'disc')",3.8622293490688984
16343,discovery,"('discovery', 'center')",3.1616912682370732
16344,discovery,"('``', 'discovery')",1.7040360880785748
16345,discovery,"('clue', 'discovery')",0.999739124099371
16346,discovery,"('disappointing', 'discovery')",0.999548755198912
16347,discovery,"('powerful', 'discovery')",0.995938796790208
16359,discspeed,"('like', 'discspeed')",0.9972318168322145
16360,disk,"('the', 'disk')",8.827453684745207
16361,disk,"('disk', 'space')",8.583649650828386
16362,disk,"('hard', 'disk')",7.361987698863806
16363,disk,"('a', 'disk')",6.071672811355515
16364,disk,"('disk', 'image')",4.865197438379461
16634,disk defrag,"('auslogics', 'disk defrag')",0.999998433177774
16635,disk defrag,"('disk defrag', 'takes')",0.99875437633033
16636,disk defrag,"('fast', 'disk defrag')",0.998663500641222
16637,disk defrag,"('disk defrag', 'tool')",0.998592993641052
16638,disk defrag,"('like', 'disk defrag')",0.9889272673288579
16640,disk signatures,"('use', 'disk signatures')",1.4094301582672797
16641,disk signatures,"('disk signatures', 'and')",1.3803596914850016
16642,diskeeper program,"('diskeeper program', 'wich')",0.999999216588887
16643,diskeeper program,"('excellent', 'diskeeper program')",0.999728156343789
16644,diy tool,"('good', 'diy tool')",0.998289813540321
16645,diy tool,"('diy tool', 'for')",0.9887576588228935
16646,documents,"('my', 'documents')",6.20413511245251
16647,documents,"('documents', 'into')",5.0103347477845634
16648,documents,"('your', 'documents')",4.915159761321921
16649,documents,"('legal', 'documents')",4.778721654794827
16650,documents,"('documents', 'in')",4.649907455495128
16979,dodge,"('like', 'dodge')",1.7256579623805288
16980,dof tool,"('dof tool', 'now')",0.9986435236578405
16981,dof tool,"('have', 'dof tool')",0.992466718737392
16982,dolby virtual speaker,"('like', 'dolby virtual speaker')",0.9972318168322145
16983,dolby virtual speaker,"('dolby virtual speaker', 'and')",0.9760616983256154
16984,dopdf program,"('free', 'dopdf program')",0.999123362964553
16985,dos,"('dos', 'days')",3.7312066217112436
16986,dos,"('old', 'dos')",2.9741160968264797
16987,dos,"('the', 'dos')",2.896363523125121
16988,dos,"('dos', 'version')",2.7243469542629075
16989,dos,"('dos', 'lotus')",2.6451398613256902
17069,dos software,"('to', 'dos software')",0.9722570622553309
17070,doubleclick,"('like', 'doubleclick')",0.994463633664429
17071,doubleclick,"('doubleclick', 'from')",0.9934828029509529
17072,doubleclick,"('and', 'doubleclick')",0.9521233966512308
17073,doubleclick,"('doubleclick', 'the')",0.9251771880084828
17074,dowload software,"('on', 'dowload software')",0.9931866735502389
17075,download,"('to', 'download')",18.74813658898298
17076,download,"('download', 'the')",11.535089487043026
17077,download,"('can', 'download')",8.564434795001498
17078,download,"('the', 'download')",8.276402656353856
17079,download,"('download', 'and')",8.256770254734198
17522,download software,"('``', 'download software')",1.991912847080501
17523,download software,"('download software', ""''"")",1.98674468396804
17524,download software,"('great', 'download software')",0.9919057963804839
17525,download software,"('download software', 'from')",0.9804484088528589
17526,download software,"('download software', 'to')",0.8335423735319856
17527,downloader software,"('special', 'downloader software')",1.4140268794334703
17528,downloader software,"('downloader software', '--')",0.99645898176924
17529,dragon,"('dragon', 'naturally')",8.828571120551857
17530,dragon,"('the', 'dragon')",8.065854574604503
17531,dragon,"('dragon', 'is')",5.400588172937386
17532,dragon,"('with', 'dragon')",4.515741249793067
17533,dragon,"('dragon', ""'s"")",4.347336537289432
17765,dragon dictate,"('dragon dictate', 'for')",6.25912579783618
17766,dragon dictate,"('using', 'dragon dictate')",3.791926951185476
17767,dragon dictate,"('dragon dictate', 'to')",2.793182208106895
17768,dragon dictate,"('with', 'dragon dictate')",2.693024391824598
17769,dragon dictate,"('dragon dictate', '4')",2.423473476671128
17852,dragon naturallyspeaking,"('dragon naturallyspeaking', 'premium')",2.6427258932887012
17853,dragon naturallyspeaking,"('using', 'dragon naturallyspeaking')",2.6041540744205705
17854,dragon naturallyspeaking,"('with', 'dragon naturallyspeaking')",2.00341806650519
17855,dragon naturallyspeaking,"('dragon naturallyspeaking', '9')",1.9961530597296135
17856,dragon naturallyspeaking,"('dragon naturallyspeaking', ""'s"")",1.8498618062796668
17903,dragon program,"('the', 'dragon program')",1.361305844626447
17904,dragon software,"('the', 'dragon software')",2.643250112632922
17905,dragon software,"('dragon software', 'offerings')",1.4139925342042219
17906,dragon software,"('previous', 'dragon software')",1.4097542221238983
17907,dragon software,"('dragon software', 'works')",1.4050738537058287
17908,dragon software,"('dragon software', 'patch')",0.999352902420662
17919,dragonspeak,"('installed', 'dragonspeak')",1.4129948606900848
17920,dramatica,"('with', 'dramatica')",1.6384992480891194
17921,dramatica,"('of', 'dramatica')",1.5687180003419547
17922,dramatica,"('using', 'dramatica')",1.3899741398533316
17923,dramatica,"('dramatica', 'as')",1.3420636529623362
17924,dramatica,"('dramatica', 'is')",1.2285709508213862
17944,dramatica pro,"('dramatica pro', 'helped')",0.999786912177264
17945,dramatica pro,"('across', 'dramatica pro')",0.9996082944435
17946,dramatica pro,"('like', 'dramatica pro')",0.9889272673288579
17947,dramatica pro,"('that', 'dramatica pro')",0.9555993917596118
17948,dramatica pro,"('dramatica pro', 'and')",0.9042467933024617
17949,draw program,"('draw program', 'best')",0.998727740352488
17950,draw program,"('draw program', 'was')",0.9901392043206689
17951,draw program,"('and', 'draw program')",0.9521233966512308
17952,dreamweaver,"('dreamweaver', 'in')",1.7647823801439753
17953,dreamweaver,"('dreamweaver', 'is')",1.6407370645115549
17954,dreamweaver,"('of', 'dreamweaver')",1.6128726980443708
17955,dreamweaver,"('or', 'dreamweaver')",1.611723837769333
17956,dreamweaver,"('dreamweaver', 'cs3')",1.4139111027735842
17997,dreamweaver cs5,"('on', 'dreamweaver cs5')",1.3708538183575216
17998,dreamweaver cs5,"('dreamweaver cs5', 'training')",0.9989670724475095
17999,dreamweaver cs5,"('buying', 'dreamweaver cs5')",0.998110412395444
18000,dreamweaver cs5,"('dreamweaver cs5', 'itself')",0.9977473013445685
18001,dreamweaver cs5,"('dreamweaver cs5', 'website')",0.997468798693897
18008,dreamweaver mx,"('dreamweaver mx', '2004')",0.999950645099881
18009,dreamweaver mx,"('like', 'dreamweaver mx')",0.9972318168322145
18010,dreamweaver software,"('use', 'dreamweaver software')",0.993235245039245
18011,dreamweaver software,"('for', 'dreamweaver software')",0.9775153176457869
18012,drive,"('hard', 'drive')",26.004945707795933
18013,drive,"('drive', 'and')",7.816125735576156
18014,drive,"('drive', 'space')",7.162783470563686
18015,drive,"('usb', 'drive')",6.106565062029857
18016,drive,"('external', 'drive')",5.54176774591064
18396,drive letter,"('drive letter', 'mapping')",0.9998554606496515
18397,drive letter,"('uses', 'drive letter')",0.999537004032217
18398,drive letter,"('this', 'drive letter')",0.9746997381056649
18399,drive letter,"('drive letter', 'is')",0.9585465843667179
18400,drive letter,"('a', 'drive letter')",0.9353380301440928
18401,drive scrubber,"('used', 'drive scrubber')",1.4117573245265187
18402,drive scrubber,"('drive scrubber', 'to')",1.3749791235545115
18403,drm,"('drm', 'is')",1.7858240192280423
18404,drm,"('abusive', 'drm')",1.7320227648066249
18405,drm,"('drm', 'ever')",1.7257341753714894
18406,drm,"('and', 'drm')",1.628956324047039
18407,drm,"('draconian', 'drm')",1.4141792171438465
18432,dropbox,"('like', 'dropbox')",2.389594122348397
18433,dropbox,"('dropbox', 'or')",1.8937898217661377
18434,dropbox,"('to', 'dropbox')",1.849211376727732
18435,dropbox,"('and', 'dropbox')",1.3656350056288087
18436,dropbox,"('dropbox', 'and')",1.3656350056288087
18472,dslr,"('dslr', 'camera')",2.8274046617319097
18473,dslr,"('a', 'dslr')",2.0143655185926184
18474,dslr,"('dslr', 'cameras')",1.7315098536389733
18475,dslr,"('or', 'dslr')",1.3490307489019815
18476,dslr,"('dslr', 'but')",1.3189747956223967
18495,dvd,"('a', 'dvd')",11.836316840080022
18496,dvd,"('the', 'dvd')",8.843302916616631
18497,dvd,"('dvd', 'drive')",7.485748444433122
18498,dvd,"('dvd', ""'s"")",7.079937114661144
18499,dvd,"('dvd', 'and')",4.740319177420327
18792,dvd player,"('your', 'dvd player')",2.1795337611386754
18793,dvd player,"('a', 'dvd player')",1.9083339078109278
18794,dvd player,"('my', 'dvd player')",1.5999743726881295
18795,dvd player,"('intermedia', 'dvd player')",1.4141947278925393
18796,dvd player,"('set-top', 'dvd player')",1.4141758934119837
18822,dw,"('of', 'dw')",1.2668149175448684
18823,dw,"('meatier', 'dw')",0.999989032244418
18824,dw,"('dw', 'cs5')",0.999857419177434
18825,dw,"('dw', 'terminology')",0.999851935299643
18826,dw,"('dw', 'specific')",0.998310965640372
18845,dwp,"('like', 'dwp')",0.9916954504966434
18846,e,"('e', 'file')",2.81171983258274
18847,e,"('schedule', 'e')",2.6437573631024827
18848,e,"('e', 'filing')",2.643741965820922
18849,e,"('and', 'e')",2.5850694376440004
18850,e,"('e', 'in')",2.025682942498279
18880,easy,"('easy', 'to')",46.002708252476154
18881,easy,"('very', 'easy')",19.56716751444806
18882,easy,"('is', 'easy')",18.590596402459262
18883,easy,"('was', 'easy')",16.043116832951036
18884,easy,"('and', 'easy')",14.390991895789766
19313,easy cd,"('easy cd', 'creator')",2.9997532254994046
19314,easy cd,"('easy cd', '5')",1.409928718046693
19315,easy cd,"('with', 'easy cd')",1.3297885572378707
19316,easy cd,"('of', 'easy cd')",1.2668149175448684
19317,easy cd,"('adaptec', 'easy cd')",0.999972580611045
19324,easy network,"('easy network', 'right')",0.998267878029157
19325,easy network,"('easy network', 'which')",0.993706075118158
19326,easy network,"('use', 'easy network')",0.9898528675588675
19327,easy network,"('the', 'easy network')",0.8877657820127242
19328,easy networking tool,"('easy networking tool', 'that')",1.3985155767853021
19329,easy networking tool,"('the', 'easy networking tool')",1.361305844626447
19330,easy transfer program,"('the', 'easy transfer program')",1.9251771880084827
19331,easy transfer program,"('easy transfer program', 'will')",1.7254517123871873
19332,easy transfer program,"('easy transfer program', 'both')",0.99736773866032
19333,easybcd,"('easybcd', 'fixed')",0.999793962877281
19334,easybcd,"('while', 'easybcd')",0.998261610740253
19335,easybcd,"('used', 'easybcd')",0.996526355124958
19336,ebay,"('on', 'ebay')",3.08471339208373
19337,ebay,"('ebay', 'and')",2.8897592563821797
19338,ebay,"('ebay', 'sales')",1.998603961396634
19339,ebay,"('my', 'ebay')",1.8788901258079906
19340,ebay,"('ebay', 'seller')",1.4134956362907398
19365,edit program,"('separate', 'edit program')",0.9998907141497365
19366,edit program,"('edit program', 'which')",0.997902025039386
19367,editing software,"('image', 'editing software')",2.2298194477856
19368,editing software,"('editing software', 'that')",1.9481479205230385
19369,editing software,"('of', 'editing software')",1.849858040108292
19370,editing software,"('photography', 'editing software')",1.4126713507887765
19371,editing software,"('graphic', 'editing software')",1.411016686276435
19418,editing suite,"('video', 'editing suite')",3.3096728540859406
19419,editing suite,"('editing suite', 'that')",1.8834484033689811
19420,editing suite,"('editing suite', 'for')",1.2472733130354545
19421,editing suite,"('feature-rich', 'editing suite')",0.999851935299643
19422,editing suite,"('balanced', 'editing suite')",0.9997943545828375
19434,edition,"('edition', 'of')",8.312117495431492
19435,edition,"('this', 'edition')",7.530077957080067
19436,edition,"('edition', 'is')",5.8282393808456145
19437,edition,"('student', 'edition')",5.466218508648073
19438,edition,"(""''"", 'edition')",4.655343229639936
19656,edition fan favorites package,"(""'s"", 'edition fan favorites package')",0.9950774362714645
19657,editplus,"('like', 'editplus')",0.9972318168322145
19658,edius,"('like', 'edius')",1.4083413591045721
19659,edius,"('edius', 'or')",0.987976206237676
19660,edius,"('edius', 'are')",0.986516711334157
19661,edius,"('and', 'edius')",0.9281850949768463
19662,effort,"('effort', 'to')",6.60069166930196
19663,effort,"('the', 'effort')",4.74197592775506
19664,effort,"('and', 'effort')",3.9562900469968327
19665,effort,"('of', 'effort')",3.7463276243845236
19666,effort,"('an', 'effort')",3.5603600420464154
19751,efile,"('to', 'efile')",3.3285804711835563
19752,efile,"('state', 'efile')",2.635095800021463
19753,efile,"('the', 'efile')",2.45934757770664
19754,efile,"('efile', 'fee')",2.233551748713285
19755,efile,"('efile', 'is')",2.0207664957734015
19808,elements,"('elements', 'of')",3.561799327674621
19809,elements,"('visual', 'elements')",2.445022409756525
19810,elements,"('elements', '13')",2.442571581221069
19811,elements,"('elements', '14')",2.230052782284599
19812,elements,"('design', 'elements')",2.2175126295478464
19946,email address,"('your', 'email address')",3.2605727890390317
19947,email address,"('my', 'email address')",3.055893479728603
19948,email address,"('email address', 'and')",2.9557413141178084
19949,email address,"('an', 'email address')",2.5869455395655314
19950,email address,"('.edu', 'email address')",1.99996082944435
19977,enders game,"('enders game', 'worked')",0.9995444464377905
19978,enders game,"('and', 'enders game')",0.9760616983256154
19979,ending,"('the', 'ending')",4.453365242443103
19980,ending,"('ending', 'was')",3.8915312475273587
19981,ending,"('adventure', 'ending')",2.9991612278350144
19982,ending,"('never', 'ending')",1.969442266126322
19983,ending,"('and', 'ending')",1.8495424842802597
20024,english,"('speak', 'english')",2.9948399321357067
20025,english,"('english', 'as')",2.7672877288833493
20026,english,"('an', 'english')",2.2843442615659137
20027,english,"('english', 'speaker')",2.2346105127612965
20028,english,"('english', '--')",2.1331345303436993
20127,error,"('an', 'error')",11.384971391357158
20128,error,"('error', 'message')",10.43217953256822
20129,error,"('error', 'messages')",7.47758835561975
20130,error,"('the', 'error')",5.016954785816053
20131,error,"('same', 'error')",4.138808042333893
20351,eset,"('eset', 'nod32')",2.235988097220853
20352,eset,"('with', 'eset')",1.613880416647078
20353,eset,"('like', 'eset')",1.367235936224913
20354,eset,"('is', 'eset')",1.179717631991989
20355,eset,"('long-time', 'eset')",0.999567557065624
20375,evernote,"('evernote', 'and')",1.62148452824369
20376,evernote,"('use', 'evernote')",1.3950799459498342
20377,evernote,"('in', 'evernote')",1.3630369549716321
20378,evernote,"('evernote', 'account')",0.99732073399354
20379,evernote,"('evernote', 'instead')",0.997035572348408
20383,excel,"('and', 'excel')",7.677239275030159
20384,excel,"('in', 'excel')",5.990003755423701
20385,excel,"('excel', 'and')",4.286647174796008
20386,excel,"('or', 'excel')",4.063061927281327
20387,excel,"('excel', 'is')",3.97869750040459
20575,excel spreadsheets,"('excel spreadsheets', 'and')",1.7366786815817696
20576,excel spreadsheets,"('embed', 'excel spreadsheets')",1.7319911036234363
20577,excel spreadsheets,"('excel spreadsheets', 'corrupted')",1.4139027934439274
20578,excel spreadsheets,"('fixing', 'excel spreadsheets')",1.413866232393437
20579,excel spreadsheets,"('complicated', 'excel spreadsheets')",1.4125073800168806
20592,excellent software,"('an', 'excellent software')",1.7086957096386688
20593,excellent software,"('this', 'excellent software')",1.6687533178360738
20594,excellent software,"('excellent software', 'program')",1.395475470041502
20595,excellent software,"('crafting', 'excellent software')",0.999989815655531
20596,excellent software,"('excellent software', 'package')",0.995305017199791
20605,exchange,"('exchange', 'server')",4.353439740915056
20606,exchange,"('exchange', 'email')",3.728174656153025
20607,exchange,"('an', 'exchange')",3.4657399650977094
20608,exchange,"('exchange', 'for')",3.10042483804926
20609,exchange,"('exchange', 'support')",2.9569343242961637
20697,exe program,"('exe program', 'in')",2.215838647211183
20698,exe program,"('the', 'exe program')",2.1524135305594303
20699,experience,"('experience', 'with')",16.437881168457274
20700,experience,"('my', 'experience')",13.341696824618694
20701,experience,"('user', 'experience')",6.604549822731929
20702,experience,"('previous', 'experience')",4.696268168959588
20703,experience,"('experience', 'is')",4.622766299228769
21015,express lab,"('express lab', 'is')",1.6762068126612328
21016,express lab,"('using', 'express lab')",1.4052832488131821
21017,express lab,"('in', 'express lab')",1.369434030896815
21018,express lab,"('express lab', 'buttons')",0.9996682253936445
21019,express lab,"('express lab', '...')",0.991516441057323
21021,extensis fusion,"('installing', 'extensis fusion')",1.413804743353976
21022,extensis fusion,"('extensis fusion', 'to')",1.3749791235545115
21023,extortion plot,"('this', 'extortion plot')",0.991566579368555
21024,extortion plot,"('extortion plot', 'is')",0.986182194788906
21025,eye dropper tool,"('eye dropper tool', 'for')",0.9887576588228935
21026,f,"('and', 'f')",2.2442615573444877
21027,f,"('f', 'in')",1.9050082689042978
21028,f,"('an', 'f')",1.368007042017072
21029,f,"('f', 'you')",1.2275029249828209
21030,f,"('f', 'and')",1.058747918048116
21042,faade,"('this', 'faade')",0.991566579368555
21043,faade,"('faade', 'is')",0.986182194788906
21044,face filter software,"('included', 'face filter software')",0.999662349810297
21045,face filter software,"('face filter software', 'is')",0.986182194788906
21046,face tagging program,"('face tagging program', 'does')",0.997925527372776
21047,face tagging program,"('the', 'face tagging program')",0.9625885940042413
21048,facebook,"('to', 'facebook')",5.08396558721283
21049,facebook,"('facebook', 'and')",4.012169014609261
21050,facebook,"('or', 'facebook')",3.8426886982762607
21051,facebook,"('on', 'facebook')",3.3088720242516145
21052,facebook,"('like', 'facebook')",3.024843568653726
21106,facefilter,"('facefilter', 'studio')",2.8279950396040316
21107,facefilter,"('the', 'facefilter')",1.4080585277326731
21108,facefilter,"('``', 'facefilter')",1.3856211590237433
21109,facefilter,"('facefilter', 'is')",1.267653605884904
21110,facefilter,"('reallusion', 'facefilter')",0.9999588709165675
21121,facefilter software,"('included', 'facefilter software')",0.999662349810297
21122,facefilter tool,"('facefilter tool', 'would')",0.9978859651115695
21123,facefilter tool,"('the', 'facefilter tool')",0.9625885940042413
21124,family history tool,"('family history tool', 'kit')",1.414199159535023
21125,family history tool,"('the', 'family history tool')",0.9251771880084828
21126,family tree,"('your', 'family tree')",5.495643590254065
21127,family tree,"('a', 'family tree')",3.558523699714674
21128,family tree,"('my', 'family tree')",2.9324878304184625
21129,family tree,"('the', 'family tree')",2.098388751328215
21130,family tree,"('family tree', 'in')",2.0506075639806514
21202,family tree maker,"('of', 'family tree maker')",4.4605263220227345
21203,family tree maker,"('family tree maker', 'for')",2.950537902668174
21204,family tree maker,"('family tree maker', 'is')",2.866672487297856
21205,family tree maker,"('family tree maker', '2011')",2.8212777775094033
21206,family tree maker,"('family tree maker', 'platinum')",1.99851935299643
21278,family tree maker program,"('my', 'family tree maker program')",0.9932716736559994
21279,family tree maker program,"('family tree maker program', 'for')",0.9887576588228935
21280,family tree maker software,"('the', 'family tree maker software')",2.1524135305594303
21281,family tree maker software,"('family tree maker software', 'integrates')",0.9998844468608326
21282,family tree maker software,"('family tree maker software', 'free')",0.995616814822765
21283,family tree maker software,"('family tree maker software', 'to')",0.8612853112766545
21284,family tree software,"('family tree software', 'before')",0.996637599503004
21285,family tree software,"('used', 'family tree software')",0.9930527102499159
21286,family tree software,"('other', 'family tree software')",0.991971602913976
21287,family tree software,"('of', 'family tree software')",0.9404419535452878
21288,family tree software,"('the', 'family tree software')",0.8503543760169656
21289,farmville,"('think', 'farmville')",0.998422210018418
21290,farmville,"('like', 'farmville')",0.994463633664429
21291,fashion,"('linear', 'fashion')",1.999862119644112
21292,fashion,"('a', 'fashion')",1.927612382498508
21293,fashion,"('this', 'fashion')",1.5762416020727452
21294,fashion,"('fashion', 'is')",1.4767639737053586
21295,fashion,"('timely', 'fashion')",1.4140540232436827
21322,fastflick,"('``', 'fastflick')",1.6884723550284066
21323,fastflick,"('fastflick', ""''"")",1.6606231782959175
21324,fastflick,"('fastflick', 'is')",1.5086748279382987
21325,fastflick,"('the', 'fastflick')",1.4762403160593793
21326,fastflick,"('fastflick', 'theme')",1.4137637506610021
21348,fastflick program,"('the', 'fastflick program')",0.9625885940042413
21349,fastflick tool,"('new', 'fastflick tool')",0.9981860115678485
21350,fastflick tool,"('fastflick tool', 'for')",0.9887576588228935
21351,faststone,"('freeware', 'faststone')",1.4141445949369427
21352,faststone,"('faststone', 'capture')",1.4139875486064275
21353,faststone,"('like', 'faststone')",0.9916954504966434
21354,faststone,"('faststone', 'and')",0.9281850949768463
21355,faux 3d,"('faux 3d', 'videos')",0.9996243543713165
21356,faux 3d,"('like', 'faux 3d')",0.9972318168322145
21357,favorite program,"('my', 'favorite program')",1.4046982720053371
21358,favorite program,"('favorite program', 'and')",0.9521233966512308
21359,favorite program,"('favorite program', 'to')",0.9445141245106619
21360,fb,"('fb', 'profile')",0.9996682253936445
21361,fb,"('fb', 'apps')",0.998601611163295
21362,fb,"('fb', 'page')",0.9985604820798625
21363,fb,"('fb', 'rather')",0.9981930622678655
