,item_group,bigram,loglike
21030,f,"('f', 'keys')",12.348104145113831
21042,faade,"('this', 'faade')",9.551151696335488
21043,faade,"('faade', 'is')",8.563622527640069
21044,face filter software,"('included', 'face filter software')",15.988160430987664
21045,face filter software,"('face filter software', 'is')",8.563622527640069
21046,face tagging program,"('face tagging program', 'does')",12.356285067913287
21047,face tagging program,"('the', 'face tagging program')",6.571569374034642
21048,facebook,"('to', 'facebook')",86.62729859852509
21049,facebook,"('or', 'facebook')",74.39101134824057
21050,facebook,"('facebook', 'wall')",50.14387784804872
21051,facebook,"('facebook', 'and')",47.37699978216483
21052,facebook,"('like', 'facebook')",44.196944898496085
21106,facefilter,"('facefilter', 'studio')",130.22856451026033
21107,facefilter,"('reallusion', 'facefilter')",18.41604697722218
21108,facefilter,"('facefilter', 'serial')",12.212634008659244
21109,facefilter,"('``', 'facefilter')",11.954872105248196
21110,facefilter,"('facefilter', 'shows')",10.783508592036574
21121,facefilter software,"('included', 'facefilter software')",15.988160430987664
21122,facefilter tool,"('facefilter tool', 'would')",12.318498684970852
21123,facefilter tool,"('the', 'facefilter tool')",6.571569374034642
21124,family history tool,"('family history tool', 'kit')",46.136583956317494
21125,family history tool,"('the', 'family history tool')",3.875238227112506
21126,family tree,"('your', 'family tree')",218.0478112534713
21127,family tree,"('a', 'family tree')",40.3996648964054
21128,family tree,"('my', 'family tree')",34.7218095468302
21129,family tree,"('own', 'family tree')",26.66026014418655
21130,family tree,"('family tree', 'taps')",20.150535945525
21202,family tree maker,"('of', 'family tree maker')",84.23209503324729
21203,family tree maker,"('family tree maker', '2011')",80.4665156182619
21204,family tree maker,"('family tree maker', 'platinum')",50.05582345230277
21205,family tree maker,"('family tree maker', 'deluxe')",36.148798904716
21206,family tree maker,"('family tree maker', 'for')",29.841522155933905
21278,family tree maker program,"('my', 'family tree maker program')",10.002915530753976
21279,family tree maker program,"('family tree maker program', 'for')",8.976170783216277
21280,family tree maker software,"('the', 'family tree maker software')",32.858048446933076
21281,family tree maker software,"('family tree maker software', 'integrates')",16.363638790884213
21282,family tree maker software,"('family tree maker software', 'free')",9.082270355041494
21283,family tree maker software,"('family tree maker software', 'to')",2.3906148075914255
21284,family tree software,"('family tree software', 'before')",9.669616856143291
21285,family tree software,"('used', 'family tree software')",8.223367690708713
21286,family tree software,"('other', 'family tree software')",7.9356954735682335
21287,family tree software,"('of', 'family tree software')",4.0055477657282825
21288,family tree software,"('the', 'family tree software')",2.3016610323448856
21289,farmville,"('think', 'farmville')",11.519239797552311
21290,farmville,"('like', 'farmville')",9.01222379708207
21291,fashion,"('linear', 'fashion')",69.95665687796496
21292,fashion,"('timely', 'fashion')",32.71818578756895
21293,fashion,"('orderly', 'fashion')",18.786582891276353
21294,fashion,"('tank', 'fashion')",15.401013111710725
21295,fashion,"('aggravating', 'fashion')",15.258058528642055
21322,fastflick,"('fastflick', 'theme')",28.43031701039099
21323,fastflick,"('``', 'fastflick')",16.56477156407322
21324,fastflick,"('fastflick', 'x9')",14.109177282407705
21325,fastflick,"('fastflick', ""''"")",13.685973909308107
21326,fastflick,"('fastflick', 'will')",9.170709041825114
21348,fastflick program,"('the', 'fastflick program')",6.571569374034642
21349,fastflick tool,"('new', 'fastflick tool')",12.624670169307427
21350,fastflick tool,"('fastflick tool', 'for')",8.976170783216277
21351,faststone,"('freeware', 'faststone')",37.56522068712715
21352,faststone,"('faststone', 'capture')",32.78368039318285
21353,faststone,"('like', 'faststone')",7.971270772169348
21354,faststone,"('faststone', 'and')",3.7423983941391064
21355,faux 3d,"('faux 3d', 'videos')",15.774771395242764
21356,faux 3d,"('like', 'faux 3d')",11.779269257562524
21357,favorite program,"('my', 'favorite program')",20.005946719625875
21358,favorite program,"('favorite program', 'and')",4.740436477489689
21359,favorite program,"('favorite program', 'to')",4.453242251011341
21360,fb,"('fb', 'profile')",14.18115227633273
21361,fb,"('fb', 'apps')",11.299415369070243
21362,fb,"('fb', 'page')",11.241454722639284
21363,fb,"('fb', 'rather')",10.787046434344234
21364,fb,"('fb', '``')",6.1230857437312975
21372,feature,"('this', 'feature')",607.2888595650522
21373,feature,"('feature', 'set')",451.63927711072233
21374,feature,"('feature', 'is')",434.290466499117
21375,feature,"('feature', 'rich')",382.09096282398684
21376,feature,"('feature', 'that')",357.42020421188255
21972,federal tax software,"('federal tax software', 'portion')",17.100541221302393
21973,federal tax software,"('2015', 'federal tax software')",16.111602221388427
21974,federal tax software,"('federal tax software', 'for')",6.226193310367711
21975,federal tax software,"('the', 'federal tax software')",3.875238227112506
21976,fee,"('monthly', 'fee')",275.6228169569373
21977,fee,"('annual', 'fee')",161.09596956999252
21978,fee,"('small', 'fee')",100.38242403436479
21979,fee,"('licensing', 'fee')",94.17127422293947
21980,fee,"('yearly', 'fee')",87.4990532221203
22061,ferrell,"('will', 'ferrell')",21.70354001628574
22062,ferrell,"('ferrell', ""'s"")",18.477027984864367
22063,ferrell,"('like', 'ferrell')",12.8007766387069
22064,ferrell,"('ferrell', 'movie')",10.92866376548874
22065,ferrell,"('by', 'ferrell')",5.98206521472582
22072,fidelity,"('to', 'fidelity')",53.500177404804916
22073,fidelity,"('fidelity', 'investments')",38.77903591446352
22074,fidelity,"('fidelity', '...')",38.22671543948021
22075,fidelity,"('fidelity', 'now')",27.798397502575753
22076,fidelity,"('with', 'fidelity')",19.16401328713763
22097,filezilla,"('installed', 'filezilla')",22.686256169949388
22098,filezilla,"('filezilla', 'sold')",15.08848311958235
22099,filezilla,"('from', 'filezilla')",6.97393599361976
22100,filezilla,"('and', 'filezilla')",3.111260469125443
22101,final cut,"('final cut', 'studio')",115.55536274766243
22102,final cut,"('1,000+', 'final cut')",45.406971537869595
22103,final cut,"('final cut', 'opens')",25.6043984127985
22104,final cut,"('final cut', 'route')",24.140433953162454
22105,final cut,"('final cut', 'requires')",20.687908426688935
22120,final cut express,"('final cut express', 'allows')",20.476980545622183
22121,final cut express,"('in', 'final cut express')",13.026206338936134
22122,final cut express,"('than', 'final cut express')",12.73682331563021
22123,final cut express,"('cumbersome', 'final cut express')",12.34517863095174
22124,final cut express,"('final cut express', 'are')",9.689474096829025
22137,final cut pro,"('final cut pro', '5')",41.54006179092353
22138,final cut pro,"('rival', 'final cut pro')",15.740995763116105
22139,final cut pro,"('final cut pro', 'x.')",14.69662861005307
22140,final cut pro,"('and/or', 'final cut pro')",11.323265754933944
22141,final cut pro,"('had', 'final cut pro')",11.113945836583945
22163,final cut pro x,"('use', 'final cut pro x')",18.944857027104817
22164,final cut pro x,"('final cut pro x', 'while')",10.280729019813828
22165,final cut pro x,"('as', 'final cut pro x')",6.656274277410034
22166,finalcut program,"('finalcut program', 'on')",9.977806725402123
22167,finalcut program,"('the', 'finalcut program')",6.571569374034642
22168,finder,"('the', 'finder')",109.84194968151871
22169,finder,"('much-improved', 'finder')",43.055312537686284
22170,finder,"('path', 'finder')",25.387076284801154
22171,finder,"('finder', 'or')",22.08867042604113
22172,finder,"('cocoa-based', 'finder')",21.509137082878343
22199,fink,"('like', 'fink')",11.779269257562524
22200,firefox,"('or', 'firefox')",65.16731939579478
22201,firefox,"('and', 'firefox')",49.0642630499732
22202,firefox,"('firefox', '3.6')",35.541457331205024
22203,firefox,"('award-winning', 'firefox')",29.82646533943955
22204,firefox,"('firefox', 'browser')",24.725156798104326
22283,firewall,"('the', 'firewall')",266.06963413185747
22284,firewall,"('personal', 'firewall')",130.13404191861238
22285,firewall,"('firewall', 'and')",91.8465326194059
22286,firewall,"('firewall', 'protection')",81.04055773885824
22287,firewall,"('firewall', 'settings')",75.5211978017578
22519,flash,"(""'fill"", 'flash')",274.0223714148824
22520,flash,"('flash', 'thinkpad')",81.72456545296124
22521,flash,"('flash', 'cards-1000')",79.20612045197487
22522,flash,"('compact', 'flash')",74.02885893308257
22523,flash,"('flash', 'card')",57.97429691255499
22606,flash cs5,"('using', 'flash cs5')",17.647698640017992
22607,flash cs5,"('for', 'flash cs5')",10.40468236577313
22608,flash cs5,"('flash cs5', 'would')",6.932923007633046
22609,flash cs5,"('in', 'flash cs5')",4.094865976950965
22610,flash cs5,"('flash cs5', 'is')",3.29602583918566
22612,flash drive,"('usb', 'flash drive')",317.96169406287345
22613,flash drive,"('a', 'flash drive')",45.222739484405594
22614,flash drive,"('flash drive', 'into')",18.188431804538745
22615,flash drive,"('flash drive', 'rather')",16.45018157241203
22616,flash drive,"('bootable', 'flash drive')",13.30777973088034
22635,flash files,"('use', 'flash files')",11.378468261709113
22636,flash files,"('flash files', 'to')",7.1695616608738915
22637,flash video,"('on', 'flash video')",16.150314369993115
22638,flash video,"('use', 'flash video')",7.572934132751119
22639,flaw,"('design', 'flaw')",112.74164124490653
22640,flaw,"('major', 'flaw')",85.30921374094338
22641,flaw,"('serious', 'flaw')",80.86709467764513
22642,flaw,"('fatal', 'flaw')",32.2449130740545
22643,flaw,"('flaw', 'seems')",29.339770169376003
22673,flexibility,"('more', 'flexibility')",150.19426679518335
22674,flexibility,"('flexibility', 'in')",69.2177870125086
22675,flexibility,"('flexibility', 'means')",47.99470422435193
22676,flexibility,"('of', 'flexibility')",43.549075179461425
22677,flexibility,"('the', 'flexibility')",21.079486943870315
22712,flickr,"('flickr', 'only')",25.453348002749514
22713,flickr,"('flickr', 'maps')",21.766671247153933
22714,flickr,"('flickr', 'and')",21.235732633637443
22715,flickr,"('to', 'flickr')",14.946137000482478
22716,flickr,"('flickr', 'without')",12.444571719563292
22725,fluenz,"('fluenz', 'gets')",44.208934772754006
22726,fluenz,"('glossy', 'fluenz')",36.823083140807476
22727,fluenz,"('fluenz', 'upsides')",36.823083140807476
22728,fluenz,"('fluenz', 'downsides')",34.03033320470345
22729,fluenz,"('fluenz', 'brochures')",32.14641306935844
22751,flv,"('flv', 'files')",56.547326215624494
22752,flv,"('including', 'flv')",52.47824330121184
22753,flv,"('flv', 'formats')",11.18949122535387
22754,flv,"('read', 'flv')",9.766178999980387
22755,flv,"('like', 'flv')",5.5446376810156766
22758,force shut,"('force shut', 'down')",29.146110070056608
22759,force shut,"('use', 'force shut')",22.75716738008155
22760,form,"('form', '843')",372.37661803353734
22761,form,"('form', '1040')",317.96433341945766
22762,form,"('form', '1116')",287.5873028749538
22763,form,"('form', 'factor')",243.13153300442687
22764,form,"('form', '1040.')",185.96385103153875
23026,forms package,"('and', 'forms package')",7.464567016873701
23027,fractal design expression,"('using', 'fractal design expression')",12.635497392580655
23028,fraps,"('fraps', 'telling')",15.708707191368115
23029,fraps,"('despite', 'fraps')",14.206505216668248
23030,fraps,"('fraps', 'videos')",11.278342187302929
23031,fraps,"('found', 'fraps')",9.663118658391781
23032,fraps,"('fraps', 'because')",8.923308125603297
23036,free tax software,"('giving', 'free tax software')",18.232364038723233
23037,free tax software,"('free tax software', 'to')",7.1695616608738915
23038,free video compressor,"('free video compressor', 'software..')",26.501486194126617
23039,free video compressor,"('using', 'free video compressor')",12.635497392580655
23040,freehand,"('freehand', 'sketching')",16.829475733768003
23041,freehand,"('traditional', 'freehand')",13.728718647212197
23042,freehand,"('freehand', 'artist')",13.49998441354666
23043,freehand,"('or', 'freehand')",12.599810969443539
23044,freehand,"('freehand', 'drawing')",12.149524293349009
23053,freestyle,"('freestyle', 'does')",19.341235226022267
23054,freestyle,"('freestyle', 'is')",13.529808277206019
23055,freestyle,"('freestyle', 'cad')",13.357944576144572
23056,freestyle,"('freestyle', 'lacks')",12.406600822381286
23057,freestyle,"('freestyle', 'face')",11.36241200500671
23079,freeware program,"('a', 'freeware program')",30.083764501811253
23080,freeware program,"('freeware program', 'mwsnap')",25.763881974604498
23081,freeware program,"('freeware program', 'that')",17.533667861660568
23082,freeware program,"('freeware program', 'called')",11.123161650009695
23083,freeware program,"('another', 'freeware program')",8.892178800816204
23086,freeway pro,"('use', 'freeway pro')",11.378468261709113
23087,freeze,"('freeze', 'up')",303.0501410523483
23088,freeze,"('freeze', 'ups')",99.9223718564814
23089,freeze,"('would', 'freeze')",38.89368018797225
23090,freeze,"('freeze', 'before')",33.41820666662462
23091,freeze,"(""n't"", 'freeze')",26.605404970283292
23139,french,"('french', 'history')",42.892802279702835
23140,french,"('french', 'ski')",31.500661176211526
23141,french,"('dull', 'french')",29.756475574860243
23142,french,"('french', 'teacher')",28.056071480377575
23143,french,"('learning', 'french')",21.600293731291927
23214,front page,"('front page', 'states')",40.0539185231346
23215,front page,"('front page', '2002')",25.017050906955202
23216,front page,"('that', 'front page')",19.624947056763347
23217,front page,"('front page', 'printed')",10.953188175449252
23218,front page,"('forget', 'front page')",10.574637955888395
23245,front page server,"('front page server', 'extensions')",44.35721188568988
23246,front page server,"('using', 'front page server')",25.27142831341242
23247,frontpage,"('frontpage', 'extensions')",66.60086758705066
23248,frontpage,"('frontpage', '2002')",56.28183451052292
23249,frontpage,"('frontpage', '2002.')",33.13360345666519
23250,frontpage,"('with', 'frontpage')",22.54783427025682
23251,frontpage,"('frontpage', '98.')",16.52679849748662
23269,ft,"('1,000', 'ft')",112.44420887649963
23270,ft,"('ft', 'of')",36.694894777215495
23271,ft,"('using', 'ft')",7.246817240621011
23272,ft,"('ft', 'for')",3.6824926107527336
23273,ftm,"('ftm', '2012')",63.91178425983877
23274,ftm,"('ftm', '2012.')",40.414085034969695
23275,ftm,"('ftm', '2011')",37.82745300599817
23276,ftm,"('ftm', 'for')",23.026260805155097
23277,ftm,"('used', 'ftm')",20.18887239312277
23339,ftm software,"('ftm software', 'provides')",26.875548756969785
23340,ftm software,"('ftm software', 'loaded')",12.662625505297187
23341,ftm software,"('2012', 'ftm software')",12.114915857549148
23342,ftm software,"('the', 'ftm software')",11.625770542231148
23343,ftm software,"('between', 'ftm software')",10.660377596065999
23347,ftp,"('ftp', 'server')",24.503454985220465
23348,ftp,"('ftp', 'site')",21.95896139601099
23349,ftp,"('ftp', 'protocol')",17.91953887000088
23350,ftp,"('ftp', 'commands')",12.380922281363468
23351,ftp,"('ftp', 'upload')",12.123782138083218
23367,ftp program,"('an', 'ftp program')",11.545291904511318
23368,ftp program,"('ftp program', 'that')",9.001627839985053
23369,full software,"('full software', 'mode')",12.502315856842149
23370,full software,"('full software', 'update')",9.880298334103243
23371,full software,"('the', 'full software')",7.7504950744505114
23372,full software,"('full software', 'up')",7.657484568541618
23373,full software,"('full software', 'are')",6.338263683602359
23376,fun game,"('a', 'fun game')",19.781789232314985
23377,fun game,"('really', 'fun game')",17.24497131624558
23378,fun game,"('fun game', 'for')",9.090711082544956
23379,fun game,"('very', 'fun game')",6.246357452832023
23380,fun game,"('fun game', 'that')",3.1295710501552247
23382,function,"(""''"", 'function')",110.11096326451215
23383,function,"('search', 'function')",107.1565602639647
23384,function,"('auto-pay', 'function')",81.3333207580799
23385,function,"('vignette', 'function')",53.33738069854844
23386,function,"('function', 'properly')",43.83981410633804
23619,funk software,"('funk software', ""'s"")",7.865210721956299
23620,funk software,"('with', 'funk software')",6.773336392071659
23621,fusion,"('fusion', '5')",62.76487314451016
23622,fusion,"('fusion', '2')",58.60452775305333
23623,fusion,"('fusion', '4.')",54.949283894474654
23624,fusion,"('fusion', 'is')",36.59742839643849
23625,fusion,"('fusion', '4')",36.10593373075136
23722,game,"('this', 'game')",1779.1923359157277
23723,game,"('the', 'game')",743.4449271700651
23724,game,"('game', 'itself')",103.25413442811777
23725,game,"('game', 'is')",102.04487258154238
23726,game,"('adventure', 'game')",99.4017113185408
24049,game consols,"('like', 'game consols')",58.89916931227421
24050,game herinteractive,"('game herinteractive', 'was')",10.624750250078058
24051,game herinteractive,"('this', 'game herinteractive')",9.551151696335488
24052,garage band,"('garage band', 'might')",21.695772112441777
24053,garage band,"('garage band', 'works')",18.96585043325346
24054,garage band,"('garage band', 'has')",14.551167843755026
24055,garage band,"('use', 'garage band')",13.800453041530538
24056,garage band,"('of', 'garage band')",8.011142770037313
24057,garageband,"('garageband', 'instruments')",43.21068877597881
24058,garageband,"('garageband', ""'09"")",30.48876696671657
24059,garageband,"('extra', 'garageband')",20.57084939047985
24060,garageband,"('garageband', 'includes')",20.304180187764537
24061,garageband,"('garageband', 'too')",15.488512140860525
24074,garman,"('garman', 'nuvi')",88.56501227121831
24075,garman,"('my', 'garman')",28.975997228668003
24076,garman,"('garman', 'gps')",25.76984568156656
24077,garman,"('like', 'garman')",14.594713361567432
24078,garman,"('a', 'garman')",6.612953085927751
24079,garmin,"('garmin', 'nuvi')",158.19259706218392
24080,garmin,"('my', 'garmin')",120.50000441433038
24081,garmin,"('garmin', 'gps')",41.048147210668134
24082,garmin,"('2-year-old', 'garmin')",36.400095323567605
24083,garmin,"('garmin', 'or')",28.948711941108115
24115,gen software,"('next', 'gen software')",16.018570375908524
24116,gen software,"('gen software', 'and')",7.464567016873701
24117,george jetson,"('like', 'george jetson')",11.779269257562524
24118,ghosting,"('ghosting', 'artifacts')",164.34942814868202
24119,ghosting,"('remove', 'ghosting')",55.321127407881384
24120,ghosting,"('has', 'ghosting')",31.03306579502219
24121,ghosting,"('this', 'ghosting')",22.3092908416116
24122,ghosting,"('ghosting', 'is')",18.456966705227476
24125,gif,"('animated', 'gif')",150.42828620281702
24126,gif,"('gif', ""'s"")",60.3958966862718
24127,gif,"('display', 'gif')",24.354397262035867
24128,gif,"('gif', 'images')",21.529643357066035
24129,gif,"('gif', 'animator')",18.374712926720957
24134,gimp,"('``', 'gimp')",19.865438752592482
24135,gimp,"('free', 'gimp')",19.749396440063244
24136,gimp,"('gimp', ""''"")",16.067156278820097
24137,gimp,"('and', 'gimp')",14.09630361377097
24138,gimp,"('of', 'gimp')",11.096276689899206
24166,gis,"('hardcore', 'gis')",22.030935399781015
24167,gis,"('gis', 'folks')",16.652657655717018
24168,gis,"('like', 'gis')",9.01222379708207
24169,gis software,"('gis software', 'to')",7.1695616608738915
24170,glo,"('glo', 'premium')",88.98939426627857
24171,glo,"('glo', 'bible')",45.624602575741754
24172,glo,"('++', 'glo')",14.6509370242208
24173,glo,"('glo', 'has')",14.478375379199429
24174,glo,"('glo', 'sends')",13.55799388117215
24206,globally,"('globally', 'recognized')",14.762908517509867
24207,globally,"('apply', 'globally')",13.448688858334167
24208,globally,"('globally', 'across')",13.060834827125367
24209,globally,"('globally', 'useful')",10.615158089824742
24210,globally,"('done', 'globally')",9.964481853772764
24215,gmail,"('gmail', 'and')",25.988484136686456
24216,gmail,"('like', 'gmail')",23.70236711803694
24217,gmail,"('gmail', 'via')",20.378123785199893
24218,gmail,"('gmail', 'unified')",17.330204757701914
24219,gmail,"('gmail', 'versus')",12.314110960159937
24234,gnu image manipulation program,"('the', 'gnu image manipulation program')",6.571569374034642
24235,goback,"('goback', 'boots')",31.38213946109073
24236,goback,"('goback', 'deletes')",15.958724267802937
24237,goback,"('goback', 'log')",11.498855912867672
24238,goback,"('goback', 'records')",11.370962317551205
24239,goback,"('goback', 'alone')",11.030161923534891
24254,good program,"('a', 'good program')",314.922908488698
24255,good program,"('very', 'good program')",148.43883898312706
24256,good program,"('good program', 'for')",84.3589316051472
24257,good program,"('pretty', 'good program')",26.463392434924533
24258,good program,"('overall-', 'good program')",20.451102880026333
24280,goofy windows tool,"('goofy windows tool', 'tray')",21.509137082878343
24281,goofy windows tool,"('the', 'goofy windows tool')",6.571569374034642
24282,google,"('google', 'earth')",208.30434500433827
24283,google,"('google', 'search')",110.6364985376918
24284,google,"('google', '``')",76.00434741900895
24285,google,"('google', 'fiber')",55.0268718149261
24286,google,"('google', 'it')",47.231370479523136
24407,google chrome,"('browsers', 'google chrome')",49.024460304496024
24408,google chrome,"('google chrome', 'microsoft')",26.49906449234276
24409,google chrome,"('google chrome', 'browser')",23.384068354651156
24410,google chrome,"('or', 'google chrome')",17.386196795326935
24411,google chrome,"('using', 'google chrome')",13.010420786732125
24423,google docs,"('like', 'google docs')",17.370062895088754
24424,google docs,"('thanks', 'google docs')",10.593637936229216
24425,google docs,"('mostly', 'google docs')",10.018233741068137
24426,google docs,"('or', 'google docs')",8.486852084132966
24427,google docs,"('google docs', 'is')",8.190415360177441
24442,google drive,"('with', 'google drive')",9.171088610680467
24443,google drive,"('google drive', 'storage')",9.123988907978484
24444,google drive,"('like', 'google drive')",8.762429894455316
24445,google drive,"('include', 'google drive')",8.127853536169313
24446,google drive,"('google drive', 'runs')",8.01545122759125
24462,google maps,"('using', 'google maps')",77.38439297770665
24463,google maps,"('google maps', 'or')",37.726934790980756
24464,google maps,"('google maps', 'with')",21.723459367001748
24465,google maps,"('onto', 'google maps')",19.068049537939
24466,google maps,"('into', 'google maps')",10.497252097602386
24498,google news,"('google news', 'site')",27.222827632761444
24499,google news,"('instance-open', 'google news')",27.006829272558026
24500,google news,"('buck', 'google news')",17.20303310776599
24501,google news,"('google news', 'icon')",14.067052534823677
24502,google news,"('click', 'google news')",11.5986936721125
24504,google picasa,"('google picasa', 'for')",17.95241046942761
24505,google picasa,"('free', 'google picasa')",11.308446083933415
24506,google picasa,"('using', 'google picasa')",9.866519538176762
24507,google sketchup,"('although', 'google sketchup')",11.856968894949919
24508,google sketchup,"('google sketchup', 'pro')",11.166880683403043
24509,google sketchup,"('use', 'google sketchup')",6.90011342999989
24510,google sketchup,"('google sketchup', 'as')",5.987446867561962
24511,google sketchup,"('in', 'google sketchup')",4.96656882667031
24515,google sketchup program,"('free', 'google sketchup program')",14.079281545856526
24516,googlemaps,"('googlemaps', 'integration')",100.35959642866038
24517,googlemaps,"('pasting', 'googlemaps')",59.487447905819714
24518,googlemaps,"('with', 'googlemaps')",24.75825721500132
24519,googlemaps,"('googlemaps', 'and')",16.688961679574955
24520,googlemaps,"('like', 'googlemaps')",5.327499217160178
24522,gps,"('gps', 'units')",424.62278076629025
24523,gps,"('gps', 'unit')",411.4273149475289
24524,gps,"('gps', 'receiver')",406.8330181136113
24525,gps,"('the', 'gps')",307.77322882268027
24526,gps,"('gps', 'locator')",245.0630937498475
24694,gps program,"('updated', 'gps program')",12.7563500556033
24695,gps program,"('a', 'gps program')",9.890826586871142
24696,gps program,"('gps program', 'on')",5.520143101310374
24697,gps program,"('gps program', 'with')",5.081501564733991
24698,gps program,"('gps program', 'in')",4.96656882667031
24700,gps software,"('run-of-the-mill', 'gps software')",49.14807959807077
24701,gps software,"('as', 'gps software')",5.987446867561962
24702,gps software,"('gps software', 'on')",5.520143101310374
24703,gps software,"('and', 'gps software')",3.111260469125443
24704,graduated filter tool,"('graduated filter tool', 'for')",8.976170783216277
24705,graduated filter tool,"('the', 'graduated filter tool')",6.571569374034642
24706,graphics software,"('graphics software', 'vendors')",59.398239842975535
24707,graphics software,"('freeware', 'graphics software')",56.862847017951246
24708,graphics software,"('with', 'graphics software')",50.81890604996655
24709,graphics software,"('graphics software', 'called')",41.47926952424941
24710,graphics software,"('using', 'graphics software')",24.66786076815255
24726,graphics suite package,"('their', 'graphics suite package')",26.646959972428295
24727,graphics suite package,"('graphics suite package', 'have')",19.553904720164965
24728,gravity,"('defying', 'gravity')",26.098775923112843
24729,gravity,"('gravity', 'and')",22.317201395423968
24730,gravity,"('gravity', 'could')",8.209939836623636
24731,gravity,"('like', 'gravity')",6.400251077589676
24732,gravity,"('of', 'gravity')",3.1574988369910004
24734,great program,"('a', 'great program')",396.61034144586665
24735,great program,"('great program', 'for')",43.192098793645954
24736,great program,"('great program', 'that')",18.00314277293798
24737,great program,"('great program', 'and')",12.040462614795437
24738,great program,"('great program', 'at')",10.727491613483364
24755,guide,"('user', 'guide')",419.28420617658276
24756,guide,"('start', 'guide')",196.70333343329455
24757,guide,"('guide', 'you')",75.16153275818436
24758,guide,"(""'s"", 'guide')",61.166424082470186
24759,guide,"('started', 'guide')",57.658412264376864
24882,guy,"('guy', 'wearing')",82.22982012667917
24883,guy,"('guy', 'who')",72.55255493969779
24884,guy,"('little', 'guy')",58.82355348002051
24885,guy,"('this', 'guy')",50.73804135595779
24886,guy,"('size', 'guy')",48.807891499579114
24955,h.265,"('h.265', 'files')",8.783485910954727
24956,h.265,"('h.265', 'video')",8.633737199193348
24957,h.265,"('some', 'h.265')",7.263503289755951
24958,h.265,"('like', 'h.265')",6.797418080019461
24959,h.265,"('is', 'h.265')",3.6709085238402177
24960,hallmark card software,"('hallmark card software', 'and')",14.929165974912662
24961,hallmark card software,"('the', 'hallmark card software')",13.143158906407853
24962,halo,"('halo', '2')",54.87893333581879
24963,halo,"('like', 'halo')",42.12028744040359
24964,halo,"('green', 'halo')",15.203445588822682
24965,halo,"('halo', 'around')",10.435387016670395
24966,hamachi,"('hamachi', 'work')",12.959092486478436
24967,hamachi,"('like', 'hamachi')",11.779269257562524
24968,handbrake,"('handbrake', 'or')",14.472261274297903
24969,handbrake,"('with', 'handbrake')",11.488025786524958
24970,handbrake,"('try', 'handbrake')",9.645226266001805
24971,handbrake,"('handbrake', 'works')",8.578143301786243
24972,handbrake,"('using', 'handbrake')",7.246817240621011
24975,handbrake lite,"('using', 'handbrake lite')",12.635497392580655
24976,handbrake lite,"('handbrake lite', 'and')",7.464567016873701
24977,handheld game,"('nintendo', 'handheld game')",28.732921708402426
24978,handheld game,"('handheld game', 'devices')",16.02802107386052
24979,hd,"('hd', 'space')",327.2539970407723
24980,hd,"('hd', 'video')",209.1508812173547
24981,hd,"('hd', 'videos')",196.98132718088434
24982,hd,"('radeon', 'hd')",165.64907114234705
24983,hd,"('hd', '2600')",107.62731905861273
25175,hdmi,"('an', 'hdmi')",106.78725926702108
25176,hdmi,"('hdmi', 'cable')",71.88355429512482
25177,hdmi,"('hdmi', 'on')",26.051253741058986
25178,hdmi,"('via', 'hdmi')",21.481545276159782
25179,hdmi,"('hdmi', '1.4')",20.506072957645422
25191,hdr software,"('into', 'hdr software')",38.010731079741625
25192,hdr software,"('by', 'hdr software')",35.30442366255211
25193,hdr software,"('hdr software', 'can')",28.005886839381034
25194,hdr software,"('popular', 'hdr software')",12.50938548223837
25195,hdr software,"('hdr software', 'out')",5.494190728683162
25196,hdr tool,"(""''"", 'hdr tool')",43.37716342564906
25197,hdr tool,"('hdr tool', 'including')",26.871113753602277
25198,headset,"('usb', 'headset')",150.81157888171728
25199,headset,"('included', 'headset')",140.40679595299684
25200,headset,"('headset', 'w/mic')",96.8704130513377
25201,headset,"('the', 'headset')",95.89696368113907
25202,headset,"('a', 'headset')",67.44246240456035
25271,heal tool,"(""'s"", 'heal tool')",10.627930785877579
25272,hebrew,"('biblical', 'hebrew')",22.002814438188697
25273,hebrew,"('hebrew', 'meaning')",15.96233008839884
25274,hebrew,"('like', 'hebrew')",6.797418080019461
25275,hebrew,"('or', 'hebrew')",6.06715801118002
25276,help,"('help', 'you')",864.35466943101
25277,help,"('to', 'help')",782.8204407149959
25278,help,"('help', 'me')",345.4600949223492
25279,help,"('will', 'help')",284.60491369759876
25280,help,"('online', 'help')",249.57308087468903
25784,histogram,"('histogram', 'stretching')",20.978523144256
25785,histogram,"('histogram', 'white balance')",17.080112077594716
25786,histogram,"('image', 'histogram')",10.638937724229297
25787,histogram,"('using', 'histogram')",6.632450917558844
25788,histogram,"('the', 'histogram')",4.6033377949406
25790,hollywood,"('hollywood', 'film')",64.53911693823613
25791,hollywood,"('hollywood', 'can')",26.673135707300045
25792,hollywood,"('a', 'hollywood')",26.24879457266242
25793,hollywood,"('hollywood', 'screenwriter')",19.153629261962983
25794,hollywood,"('that', 'hollywood')",18.85500987062091
25800,home,"('at', 'home')",1121.267292321567
25801,home,"('home', 'server')",505.7897108917878
25802,home,"('home', 'network')",501.4673898716243
25803,home,"('my', 'home')",487.7495469708824
25804,home,"('home', 'movies')",416.1491692452127
26227,home designer,"('index', 'home designer')",16.74102047371553
26228,home designer,"('``', 'home designer')",15.316154542356
26229,home designer,"('home designer', ""''"")",13.356728863776814
26230,home designer,"('home designer', 'wants')",12.47078907236277
