,item_group,bigram,pmi
17078,download,"('binary', 'download')",10.635369488561825
17079,download,"('download', 'thisw')",10.635369488561825
17522,download software,"('``', 'download software')",7.950152393113351
17523,download software,"('download software', ""''"")",7.237285122564174
17524,download software,"('great', 'download software')",6.948895142453489
17525,download software,"('download software', 'from')",5.6765701680896985
17526,download software,"('download software', 'to')",2.586773123985459
17527,downloader software,"('special', 'downloader software')",12.887122289389628
17528,downloader software,"('downloader software', '--')",8.141620013268941
17529,dragon,"('dragon', '12.5')",12.183064731566292
17530,dragon,"('dragon', 'training/riding')",12.183064731566288
17531,dragon,"('dragon', 'listens')",11.446099137400084
17532,dragon,"('dragon', 'assigns')",11.446099137400084
17533,dragon,"('dragon', 'naturally')",11.435043948891092
17765,dragon dictate,"('dragon dictate', '2.5.')",13.840783574722762
17766,dragon dictate,"('dragon dictate', 'workbook')",12.518855479835397
17767,dragon dictate,"('registering', 'dragon dictate')",10.75332073347242
17768,dragon dictate,"('dragon dictate', 'suffers')",10.670858573280444
17769,dragon dictate,"('first-time', 'dragon dictate')",10.5188554798354
17852,dragon naturallyspeaking,"('dragon naturallyspeaking', 'conked')",15.352989733008604
17853,dragon naturallyspeaking,"('dragon naturallyspeaking', '1-11')",15.352989733008604
17854,dragon naturallyspeaking,"('dragon naturallyspeaking', '12+')",13.768027232287448
17855,dragon naturallyspeaking,"('dragon naturallyspeaking', 'accessories')",11.352989733008604
17856,dragon naturallyspeaking,"('dragon naturallyspeaking', '11.5')",11.105062219565019
17903,dragon program,"('the', 'dragon program')",4.740378003490584
17904,dragon software,"('dragon software', 'offerings')",12.64348213434914
17905,dragon software,"('dragon software', 'patch')",10.593729099152046
17906,dragon software,"('previous', 'dragon software')",8.308954002682144
17907,dragon software,"('dragon software', 'works')",7.273636105263716
17908,dragon software,"('dragon software', 'before')",6.408937787757363
17919,dragonspeak,"('installed', 'dragonspeak')",10.180439262159464
17920,dramatica,"('treating', 'dramatica')",14.035799557127906
17921,dramatica,"('dramatica', 'theory')",11.826346191498954
17922,dramatica,"('dramatica', '4')",7.166977002352905
17923,dramatica,"('dramatica', 'users')",6.278409547761266
17924,dramatica,"('dramatica', 'should')",6.114702469021111
17944,dramatica pro,"('dramatica pro', 'helped')",12.196264229321152
17945,dramatica pro,"('across', 'dramatica pro')",11.317942785909404
17946,dramatica pro,"('like', 'dramatica pro')",6.496844876906792
17947,dramatica pro,"('that', 'dramatica pro')",4.493276749699767
17948,dramatica pro,"('dramatica pro', 'and')",3.38453538723666
17949,draw program,"('draw program', 'best')",9.618391153386316
17950,draw program,"('draw program', 'was')",6.664080220583227
17951,draw program,"('and', 'draw program')",4.38453538723666
17952,dreamweaver,"('dreamweaver', 'mx2004')",13.998324851709242
17953,dreamweaver,"('dreamweaver', 'cs3')",12.190969929651635
17954,dreamweaver,"('elementary', 'dreamweaver')",11.998324851709242
17955,dreamweaver,"('cs5', 'dreamweaver')",10.882847634289305
17956,dreamweaver,"('dreamweaver', 'extensions')",10.261359257543036
17997,dreamweaver cs5,"('dreamweaver cs5', 'training')",9.91904521470693
17998,dreamweaver cs5,"('buying', 'dreamweaver cs5')",9.047712878671407
17999,dreamweaver cs5,"('dreamweaver cs5', 'itself')",8.794129948182183
18000,dreamweaver cs5,"('dreamweaver cs5', 'website')",8.625962035306127
18001,dreamweaver cs5,"('use', 'dreamweaver cs5')",5.0378216067128925
18008,dreamweaver mx,"('dreamweaver mx', '2004')",14.306447147071573
18009,dreamweaver mx,"('like', 'dreamweaver mx')",8.496844876906792
18010,dreamweaver software,"('use', 'dreamweaver software')",7.207746608155203
18011,dreamweaver software,"('for', 'dreamweaver software')",5.474913686876917
18012,drive,"('disk/usb', 'drive')",10.742630455221967
18013,drive,"('drive', 'byte-for-byte')",10.742630455221967
18014,drive,"('thumb/flash', 'drive')",10.742630455221967
18015,drive,"('disc/memory/hard', 'drive')",10.742630455221967
18016,drive,"('blu-ray/3d', 'drive')",10.742630455221967
18396,drive letter,"('drive letter', 'mapping')",12.756250064511095
18397,drive letter,"('uses', 'drive letter')",11.076712750393957
18398,drive letter,"('this', 'drive letter')",5.304703870795738
18399,drive letter,"('drive letter', 'is')",4.592365209545189
18400,drive letter,"('a', 'drive letter')",3.950938731521049
18401,drive scrubber,"('used', 'drive scrubber')",9.16933401570418
18402,drive scrubber,"('drive scrubber', 'to')",5.17173562470661
18403,drm,"('uninstallable', 'drm')",16.329530760184614
18404,drm,"('abusive', 'drm')",15.914493260905768
18405,drm,"('draconian', 'drm')",15.32953076018461
18406,drm,"('unreasonable', 'drm')",13.329530760184614
18407,drm,"('harmful', 'drm')",12.242067918934275
18432,dropbox,"('aforementioned', 'dropbox')",11.307879102564705
18433,dropbox,"('reinstall', 'dropbox')",7.748451693950688
18434,dropbox,"('dropbox', 'folders')",7.660988852700347
18435,dropbox,"('dropbox', 'fan')",7.654939808027544
18436,dropbox,"('dropbox', 'folder')",7.242923660723935
18472,dslr,"('40d', 'dslr')",16.76016511451448
18473,dslr,"('pentax', 'dslr')",16.76016511451448
18474,dslr,"('nikon', 'dslr')",12.760165114514477
18475,dslr,"('dslr', 'cameras')",11.64468789709454
18476,dslr,"('dslr', 'camera')",11.433735627392174
18495,dvd,"('circa-early-2000s', 'dvd')",11.58849877907574
18496,dvd,"('dvd', 'player/drive')",11.58849877907574
18497,dvd,"('dvd', 'reader/writer')",11.58849877907574
18498,dvd,"('dvd', 'decrypter')",11.58849877907574
18499,dvd,"('dvd', 'doingt')",11.58849877907574
18792,dvd player,"('entertainments', 'dvd player')",16.19626422932115
18793,dvd player,"('outboard', 'dvd player')",16.19626422932115
18794,dvd player,"('intermedia', 'dvd player')",16.196264229321148
18795,dvd player,"('set-top', 'dvd player')",15.196264229321148
18796,dvd player,"('on-board', 'dvd player')",14.196264229321152
18822,dw,"('meatier', 'dw')",16.47637214851389
18823,dw,"('dw', 'cs5')",12.775932430372794
18824,dw,"('dw', 'terminology')",12.721484646350417
18825,dw,"('dw', 'specific')",9.209585607818983
18826,dw,"('entire', 'dw')",8.92178329683625
18845,dwp,"('like', 'dwp')",6.911882376185634
18846,e,"('e', '1505')",15.583287352430398
18847,e,"('raised', 'e')",11.059725396373386
18848,e,"('schedule', 'e')",10.37383398680145
18849,e,"('e', 'filing')",10.36273627791812
18850,e,"('e', 'filed')",10.044128541322364
18880,easy,"('too-', 'easy')",9.337917485670669
18881,easy,"('easy', 'squeezy')",9.337917485670669
18882,easy,"('profoundly', 'easy')",9.337917485670669
18883,easy,"('easy', 'breazy..the')",9.337917485670669
18884,easy,"('rahter', 'easy')",9.337917485670669
19313,easy cd,"('adaptec', 'easy cd')",15.154444053626523
19314,easy cd,"('easy cd', 'creator')",13.569481552905367
19315,easy cd,"('easy cd', '5')",8.366541494235088
19316,easy cd,"('getting', 'easy cd')",7.343229936113284
19317,easy cd,"('buy', 'easy cd')",6.866270085514222
19324,easy network,"('easy network', 'right')",9.173243760755264
19325,easy network,"('easy network', 'which')",7.311824324526025
19326,easy network,"('use', 'easy network')",6.622784107434047
19327,easy network,"('the', 'easy network')",3.155415502769433
19328,easy networking tool,"('easy networking tool', 'that')",6.493276749699765
19329,easy networking tool,"('the', 'easy networking tool')",4.740378003490584
19330,easy transfer program,"('easy transfer program', 'both')",8.56948155290537
19331,easy transfer program,"('easy transfer program', 'will')",8.035997308487392
19332,easy transfer program,"('the', 'easy transfer program')",4.740378003490584
19333,easybcd,"('easybcd', 'fixed')",12.244808081279187
19334,easybcd,"('while', 'easybcd')",9.16803311837448
19335,easybcd,"('used', 'easybcd')",8.169334015704184
19336,ebay,"('ebay', 'seller')",10.943877067686863
19337,ebay,"('ebay', 'nowadays')",10.865874555685593
19338,ebay,"('ebay', 'sales')",10.484445449049565
19339,ebay,"('ebay', 'sucks')",10.20691147352066
19340,ebay,"('ebay', 'seriously')",10.026339227878834
19365,edit program,"('separate', 'edit program')",13.159605758742304
19366,edit program,"('edit program', 'which')",8.89678682524718
19367,editing software,"('video/photo', 'editing software')",13.840783574722762
19368,editing software,"('music/sound', 'editing software')",13.840783574722762
19369,editing software,"('video/audio', 'editing software')",12.840783574722762
19370,editing software,"('photo/video', 'editing software')",12.425746075443918
19371,editing software,"('photography', 'editing software')",9.840783574722758
19418,editing suite,"('feature-rich', 'editing suite')",12.721484646350417
19419,editing suite,"('balanced', 'editing suite')",12.247553458018006
19420,editing suite,"('grade', 'editing suite')",11.465144893090633
19421,editing suite,"('video', 'editing suite')",8.898085237397533
19422,editing suite,"('editing suite', 'perfect')",7.762126630847764
19434,edition,"('non-platinum', 'edition')",11.970844115287134
19435,edition,"('edition', 'new-in-box')",11.970844115287134
19436,edition,"('edition', '7.6')",11.970844115287134
19437,edition,"('edition', 'craptops')",11.970844115287134
19438,edition,"('millennium', 'edition')",11.970844115287134
19656,edition fan favorites package,"(""'s"", 'edition fan favorites package')",7.666374400983811
19657,editplus,"('like', 'editplus')",8.496844876906792
19658,edius,"('like', 'edius')",7.9118823761856305
19659,edius,"('edius', 'or')",6.377964020968697
19660,edius,"('edius', 'are')",6.2126837671983655
19661,edius,"('and', 'edius')",3.799572886515506
19662,effort,"('effort', '-automatically')",13.515542745794566
19663,effort,"('palpable', 'effort')",13.515542745794562
19664,effort,"('concerted', 'effort')",13.515542745794562
19665,effort,"('concentrated', 'effort')",12.515542745794564
19666,effort,"('ay', 'effort')",11.930580245073408
19751,efile,"('fed', 'efile')",10.20290954296316
19752,efile,"('efile', 'fee')",9.79548522779419
19753,efile,"('state', 'efile')",7.955933863717124
19754,efile,"('supports', 'efile')",7.652095264653854
19755,efile,"('efile', '2008')",7.184050515711844
19808,elements,"('photoshop/premerie', 'elements')",13.683814228384364
19809,elements,"('omiting', 'elements')",13.683814228384364
19810,elements,"('ehotoshop', 'elements')",13.683814228384364
19811,elements,"('premiers', 'elements')",13.683814228384364
19812,elements,"('transitional', 'elements')",12.683814228384362
19946,email address,"('low-bandwidth', 'email address')",15.639870880796767
19947,email address,"('-any-', 'email address')",15.639870880796767
19948,email address,"('.edu', 'email address')",15.639870880796764
19949,email address,"('correct', 'email address')",7.317942785909404
19950,email address,"('email address', 'book')",6.842209354943007
19977,enders game,"('enders game', 'worked')",11.100091689098273
19978,enders game,"('and', 'enders game')",5.384535387236662
19979,ending,"('4.5.', 'ending')",14.824295451934193
19980,ending,"('2/5', 'ending')",13.824295451934194
19981,ending,"('adventure', 'ending')",11.804395894496487
19982,ending,"('4.5/5', 'ending')",11.364863833296896
19983,ending,"('creepy', 'ending')",10.824295451934193
20024,english,"('substandard', 'english')",14.261359257543036
20025,english,"('english', 'countryside')",14.261359257543036
20026,english,"('oxford', 'english')",13.676396756821877
20027,english,"('english', 'ancestor')",12.67639675682188
20028,english,"('english', 'translations')",12.56091953940194
20127,error,"('cc-501', 'error')",12.188330047778933
20128,error,"('error', '-24')",12.188330047778933
20129,error,"('smartheap', 'error')",12.188330047778933
20130,error,"('fatally', 'error')",12.188330047778933
20131,error,"('error', '1406.')",12.188330047778933
20351,eset,"('eset', 'nod32')",14.772765151294106
20352,eset,"('long-time', 'eset')",11.175202613793322
20353,eset,"('match', 'eset')",9.970844115287134
20354,eset,"('neither', 'eset')",9.89140964779273
20355,eset,"('eset', 'av')",9.489311204221385
20375,evernote,"('evernote', 'account')",8.54394646079823
20376,evernote,"('evernote', 'instead')",8.398030697232095
20377,evernote,"('use', 'evernote')",6.207746608155201
20378,evernote,"('in', 'evernote')",4.788371678335505
20379,evernote,"('my', 'evernote')",4.215536602337011
20383,excel,"('excel', 'spreedsheet')",12.069407949770724
20384,excel,"('excel', 'and/orpowerpoint')",12.069407949770724
20385,excel,"('pre-2007', 'excel')",12.069407949770724
20386,excel,"('heave', 'excel')",12.069407949770724
20387,excel,"('excel', 'devotee')",11.484445449049565
20575,excel spreadsheets,"('excel spreadsheets', '==========================================')",14.824295451934193
20576,excel spreadsheets,"('embed', 'excel spreadsheets')",14.82429545193419
20577,excel spreadsheets,"('excel spreadsheets', 'corrupted')",12.151870109962694
20578,excel spreadsheets,"('fixing', 'excel spreadsheets')",11.991405437769448
20579,excel spreadsheets,"('complicated', 'excel spreadsheets')",9.695012434989223
20592,excellent software,"('crafting', 'excellent software')",16.583287352430396
20593,excellent software,"('excellent software', 'package')",7.7346644120010595
20594,excellent software,"('already', 'excellent software')",7.486572197941863
20595,excellent software,"('excellent software', 'photo')",7.420896023673492
20596,excellent software,"('excellent software', 'program')",6.2378821057126
20605,exchange,"('over-achieving', 'exchange')",13.943877067686866
20606,exchange,"('sbs2003', 'exchange')",13.943877067686866
20607,exchange,"('gaining', 'exchange')",11.24343734954577
20608,exchange,"('exchange', 'rates')",10.773952066244549
20609,exchange,"('exchange', 'client')",9.814594050741897
20697,exe program,"('exe program', 'in')",6.788371678335505
20698,exe program,"('the', 'exe program')",4.740378003490584
20699,experience,"('upgrade/installation', 'experience')",11.233878521120928
20700,experience,"('morepromising', 'experience')",11.233878521120928
20701,experience,"('experience', 'echoes')",11.233878521120928
20702,experience,"('unsatisfying', 'experience')",11.233878521120928
20703,experience,"('editing/making', 'experience')",11.233878521120928
21015,express lab,"('express lab', 'buttons')",11.55750891123929
21016,express lab,"('using', 'express lab')",7.307073452721038
21017,express lab,"('express lab', '...')",6.8811146670648515
21018,express lab,"('express lab', 'would')",6.078430176541248
21019,express lab,"('in', 'express lab')",4.981016756277903
21021,extensis fusion,"('installing', 'extensis fusion')",11.756250064511091
21022,extensis fusion,"('extensis fusion', 'to')",5.17173562470661
21023,extortion plot,"('this', 'extortion plot')",6.889666371516894
21024,extortion plot,"('extortion plot', 'is')",6.177327710266347
21025,eye dropper tool,"('eye dropper tool', 'for')",6.474913686876917
21026,f,"('cluster', 'f')",16.89140964779273
21027,f,"('degrees', 'f')",13.721484646350419
21028,f,"('f', 'keys')",10.306447147071573
21029,f,"('f', 'switch')",7.679521353246727
21030,f,"('f', 'etc')",6.702820802085382
21042,faade,"('this', 'faade')",6.889666371516894
21043,faade,"('faade', 'is')",6.177327710266347
21044,face filter software,"('included', 'face filter software')",11.532183011482394
21045,face filter software,"('face filter software', 'is')",6.177327710266347
21046,face tagging program,"('face tagging program', 'does')",8.913039663764271
21047,face tagging program,"('the', 'face tagging program')",4.740378003490587
21048,facebook,"('bopper', 'facebook')",13.989106321679863
21049,facebook,"('facebook', 'check-in')",13.404143820958703
21050,facebook,"('facebook', 'statuses')",12.989106321679865
21051,facebook,"('facebook', 'posts')",10.819181320237549
21052,facebook,"('facebook', 'wall')",10.404143820958705
21106,facefilter,"('reallusion', 'facefilter')",14.56948155290537
21107,facefilter,"('facefilter', 'studio')",12.676396756821878
21108,facefilter,"('facefilter', 'serial')",10.196927384948037
21109,facefilter,"('facefilter', 'shows')",9.167383109334022
21110,facefilter,"('facefilter', '3')",6.983446017518984
21121,facefilter software,"('included', 'facefilter software')",11.532183011482394
21122,facefilter tool,"('facefilter tool', 'would')",8.88578509859885
21123,facefilter tool,"('the', 'facefilter tool')",4.740378003490587
21124,family history tool,"('family history tool', 'kit')",16.583287352430396
21125,family history tool,"('the', 'family history tool')",3.740378003490587
21126,family tree,"('family tree', 'taps')",14.52883956840802
21127,family tree,"('cataloging/organizing', 'family tree')",14.52883956840802
21128,family tree,"('family tree', 'dating')",11.206911473520659
21129,family tree,"('family tree', 'investigation')",10.82839985026693
21130,family tree,"('persons', 'family tree')",10.069407949770724
21202,family tree maker,"('family tree maker', 'platinum')",10.399556551463052
21203,family tree maker,"('family tree maker', '2012.')",8.914129724292813
21204,family tree maker,"('family tree maker', '2011')",8.627972760427273
21205,family tree maker,"('family tree maker', 'essentials')",8.506471755379565
21206,family tree maker,"('family tree maker', 'handled')",8.462750377950249
21278,family tree maker program,"('my', 'family tree maker program')",7.215536602337012
21279,family tree maker program,"('family tree maker program', 'for')",6.474913686876917
21280,family tree maker software,"('family tree maker software', 'integrates')",13.079155926322287
21281,family tree maker software,"('family tree maker software', 'free')",7.833804654707734
21282,family tree maker software,"('the', 'family tree maker software')",4.740378003490584
21283,family tree maker software,"('family tree maker software', 'to')",2.8498075298192553
21284,family tree software,"('family tree software', 'before')",8.216292709814969
21285,family tree software,"('used', 'family tree software')",7.169334015704184
21286,family tree software,"('other', 'family tree software')",6.960672310229844
21287,family tree software,"('of', 'family tree software')",4.069559756477961
21288,family tree software,"('the', 'family tree software')",2.740378003490587
21289,farmville,"('think', 'farmville')",9.307879102564705
21290,farmville,"('like', 'farmville')",7.496844876906792
21291,fashion,"('orderly', 'fashion')",14.698764569850335
21292,fashion,"('linear', 'fashion')",13.82429545193419
21293,fashion,"('timely', 'fashion')",13.113802069129173
21294,fashion,"('tank', 'fashion')",12.476372148513887
21295,fashion,"('aggravating', 'fashion')",12.376836474962971
21322,fastflick,"('fastflick', 'theme')",11.61839115338631
21323,fastflick,"('fastflick', 'x9')",11.569481552905367
21324,fastflick,"('short', 'fastflick')",7.70818782373696
21325,fastflick,"('called', 'fastflick')",7.354838631173854
21326,fastflick,"('offers', 'fastflick')",7.101332717166963
21348,fastflick program,"('the', 'fastflick program')",4.740378003490587
21349,fastflick tool,"('new', 'fastflick tool')",9.106619028867797
21350,fastflick tool,"('fastflick tool', 'for')",6.474913686876917
21351,faststone,"('freeware', 'faststone')",14.323725138503406
21352,faststone,"('faststone', 'capture')",12.611301728599992
21353,faststone,"('like', 'faststone')",6.911882376185634
21354,faststone,"('faststone', 'and')",3.799572886515506
21355,faux 3d,"('faux 3d', 'videos')",11.37834006555336
21356,faux 3d,"('like', 'faux 3d')",8.496844876906792
21357,favorite program,"('my', 'favorite program')",7.215536602337009
21358,favorite program,"('favorite program', 'and')",4.38453538723666
21359,favorite program,"('favorite program', 'to')",4.1717356247066135
21360,fb,"('fb', 'profile')",11.55750891123929
21361,fb,"('fb', 'apps')",9.482018711655028
21362,fb,"('fb', 'page')",9.440198535960402
21363,fb,"('fb', 'rather')",9.112237493505834
21364,fb,"('fb', '``')",5.727759971776905
21372,feature,"('click-to-chat', 'feature')",10.527170748047403
21373,feature,"('filter/security', 'feature')",10.527170748047403
21374,feature,"('-3-d', 'feature')",10.527170748047403
21375,feature,"('feature', 'tradeoffs')",10.527170748047403
21376,feature,"('auto-crossfade', 'feature')",10.527170748047403
21972,federal tax software,"('federal tax software', 'portion')",13.329530760184614
21973,federal tax software,"('2015', 'federal tax software')",12.618391153386314
21974,federal tax software,"('federal tax software', 'for')",5.474913686876917
21975,federal tax software,"('the', 'federal tax software')",3.740378003490587
21976,fee,"('fee', 'e-checks')",13.721484646350419
21977,fee,"('fee', 'entitling')",13.721484646350419
21978,fee,"('referral', 'fee')",13.721484646350419
21979,fee,"('nominal', 'fee')",12.136522145629263
21980,fee,"('extortion', 'fee')",11.399556551463055
22061,ferrell,"('ferrell', 'movie')",9.259972717272072
22062,ferrell,"('will', 'ferrell')",6.451034807766234
22063,ferrell,"('like', 'ferrell')",5.9118823761856305
22064,ferrell,"('by', 'ferrell')",5.669822526527923
22065,ferrell,"('ferrell', ""'s"")",5.666374400983809
22072,fidelity,"('fidelity', 'workplace')",12.02633922787884
22073,fidelity,"('fidelity', 'investments')",10.687537314427079
22074,fidelity,"('recognition', 'fidelity')",8.856414226436526
22075,fidelity,"('lower', 'fidelity')",8.469945879354453
22076,fidelity,"('fidelity', 'bank')",7.9388763866285
22097,filezilla,"('filezilla', 'sold')",12.123855733793102
22098,filezilla,"('installed', 'filezilla')",9.180439262159464
22099,filezilla,"('from', 'filezilla')",6.261532668810856
22100,filezilla,"('and', 'filezilla')",3.38453538723666
22101,final cut,"('1,000+', 'final cut')",16.32953076018461
22102,final cut,"('rival', 'final cut')",12.159605758742304
22103,final cut,"('final cut', 'studio')",11.629091042043521
22104,final cut,"('final cut', 'opens')",10.615285242518489
22105,final cut,"('final cut', 'route')",10.091126020859532
22120,final cut express,"('cumbersome', 'final cut express')",10.295042383799323
22121,final cut express,"('final cut express', 'allows')",8.72913821889385
22122,final cut express,"('advanced', 'final cut express')",8.295042383799323
22123,final cut express,"('purchased', 'final cut express')",8.069407949770724
22124,final cut express,"('final cut express', '8')",6.7818898856691945
22137,final cut pro,"('rival', 'final cut pro')",12.721484646350417
22138,final cut pro,"('final cut pro', 'x.')",11.984519052184211
22139,final cut pro,"('and/or', 'final cut pro')",9.56948155290537
22140,final cut pro,"('final cut pro', '5')",8.781578993513934
22141,final cut pro,"('final cut pro', '6')",8.136522145629261
22163,final cut pro x,"('final cut pro x', 'while')",8.583070617653323
22164,final cut pro x,"('use', 'final cut pro x')",7.622784107434043
22165,final cut pro x,"('as', 'final cut pro x')",5.955823619183745
22166,finalcut program,"('finalcut program', 'on')",7.197424951788939
22167,finalcut program,"('the', 'finalcut program')",4.740378003490587
22168,finder,"('cocoa-based', 'finder')",15.50236735704683
22169,finder,"('much-improved', 'finder')",15.502367357046827
22170,finder,"('path', 'finder')",10.548171046659952
22171,finder,"('grown', 'finder')",9.479999544018376
22172,finder,"('prefer', 'finder')",7.1940283269074214
22199,fink,"('like', 'fink')",8.496844876906792
22200,firefox,"('firefox', '3.5+')",14.185694987610963
22201,firefox,"('firefox', '3.6')",13.600732486889804
22202,firefox,"('firefox', 'addon')",12.185694987610963
22203,firefox,"('award-winning', 'firefox')",12.015769986168648
22204,firefox,"('stalls', 'firefox')",11.015769986168651
22283,firewall,"('2-way', 'firewall')",12.26413634221361
22284,firewall,"('u-verse', 'firewall')",12.26413634221361
22285,firewall,"('firewall', 'controll')",12.26413634221361
22286,firewall,"('firewall', 'maven')",12.26413634221361
22287,firewall,"('two-way', 'firewall')",11.942208247326244
22519,flash,"('use.includes', 'flash')",14.261359257543036
22520,flash,"('flash', 'cards-1000')",14.261359257543033
22521,flash,"(""'fill"", 'flash')",13.261359257543036
22522,flash,"('flash', 'storyboards')",13.261359257543036
22523,flash,"('flash', 'thinkpad')",12.882847634289302
22606,flash cs5,"('using', 'flash cs5')",7.529465874057484
22607,flash cs5,"('flash cs5', 'would')",6.300822597877696
22608,flash cs5,"('for', 'flash cs5')",4.889951186155759
22609,flash cs5,"('in', 'flash cs5')",4.2034091776143505
22610,flash cs5,"('flash cs5', 'is')",3.5923652095451892
22612,flash drive,"('bootable', 'flash drive')",10.998324851709242
22613,flash drive,"('usb', 'flash drive')",10.967297956088617
22614,flash drive,"('4gb', 'flash drive')",9.206911473520659
22615,flash drive,"('flash drive', 'rather')",7.33462991484228
22616,flash drive,"('flash drive', 'usb')",6.443736000031604
22635,flash files,"('use', 'flash files')",8.207746608155203
22636,flash files,"('flash files', 'to')",5.171735624706617
22637,flash video,"('use', 'flash video')",6.622784107434047
22638,flash video,"('on', 'flash video')",6.612462451067778
22639,flaw,"('near-fatal', 'flaw')",15.217637880113719
22640,flaw,"('fatal', 'flaw')",12.895709785226352
22641,flaw,"('flaw', 'abound')",12.047712878671405
22642,flaw,"('flaw', 'resides')",11.895709785226355
22643,flaw,"('flaw', 'inherent')",11.310747284505199
22673,flexibility,"('en-route', 'flexibility')",13.272499815148237
22674,flexibility,"('considerable', 'flexibility')",10.272499815148237
22675,flexibility,"('reporting', 'flexibility')",8.99948132074182
22676,flexibility,"('incredible', 'flexibility')",8.609534802425808
22677,flexibility,"('flexibility', 'means')",8.31211167104709
22712,flickr,"('flickr', 'maps')",9.247553458018002
22713,flickr,"('search', 'flickr')",6.5630552837459355
22714,flickr,"('flickr', 'only')",5.936313318875733
22715,flickr,"('flickr', 'without')",5.870363589360519
22716,flickr,"('using', 'flickr')",4.792500279891279
22725,fluenz,"('glossy', 'fluenz')",14.413362350988082
22726,fluenz,"('fluenz', 'upsides')",14.413362350988082
22727,fluenz,"('fluenz', 'downsides')",13.538893233071942
22728,fluenz,"('fluenz', 'brochures')",12.9108620104589
22729,fluenz,"('fluenz', 'delivers')",11.828399850266926
22751,flv,"('including', 'flv')",10.519477465204327
22752,flv,"('flv', 'formats')",9.42730154194596
22753,flv,"('flv', 'files')",9.091434256100719
22754,flv,"('read', 'flv')",8.399556551463055
22755,flv,"('like', 'flv')",5.32691987546448
22758,force shut,"('force shut', 'down')",10.511412496649834
22759,force shut,"('use', 'force shut')",8.2077466081552
22760,form,"('form', '8949')",12.180439262159469
22761,form,"('form', '1045')",12.180439262159469
22762,form,"('form', 'it-203')",12.180439262159469
22763,form,"('py/nr', 'form')",12.180439262159469
22764,form,"('15a', 'form')",12.180439262159469
23026,forms package,"('and', 'forms package')",5.384535387236662
23027,fractal design expression,"('using', 'fractal design expression')",9.114428374778646
23028,fraps,"('fraps', 'telling')",12.569481552905367
23029,fraps,"('despite', 'fraps')",11.489311204221384
23030,fraps,"('fraps', 'videos')",9.37834006555336
23031,fraps,"('found', 'fraps')",8.211594466404257
23032,fraps,"('fraps', 'because')",7.6763967568218785
23036,free tax software,"('giving', 'free tax software')",13.149300750350564
23037,free tax software,"('free tax software', 'to')",5.171735624706617
23038,free video compressor,"('free video compressor', 'software..')",18.96179897568413
23039,free video compressor,"('using', 'free video compressor')",9.114428374778646
23040,freehand,"('freehand', 'sketching')",13.469945879354453
23041,freehand,"('traditional', 'freehand')",11.255821074001606
23042,freehand,"('freehand', 'artist')",11.091434256100722
23043,freehand,"('freehand', 'drawing')",10.11944863227032
23044,freehand,"('included', 'freehand')",8.362258010040081
23053,freestyle,"('freestyle', 'cad')",11.032244659951278
23054,freestyle,"('freestyle', 'lacks')",10.350774178376776
23055,freestyle,"('freestyle', 'face')",9.600293777736088
23056,freestyle,"('intended', 'freestyle')",9.590240113072166
23057,freestyle,"('giving', 'freestyle')",8.625738794293552
23079,freeware program,"('freeware program', 'mwsnap')",18.476372148513885
23080,freeware program,"('freeware program', 'called')",9.354838631173854
23081,freeware program,"('another', 'freeware program')",7.742509428835344
23082,freeware program,"('freeware program', 'that')",5.270884328363319
23083,freeware program,"('a', 'freeware program')",5.050474405071963
23086,freeway pro,"('use', 'freeway pro')",8.207746608155203
23087,freeze,"('freeze', 'completly')",14.943877067686866
23088,freeze,"('freeze', 'ups')",11.601484870239789
23089,freeze,"('causing', 'freeze')",9.621948972799498
23090,freeze,"('desktops', 'freeze')",9.300020877912141
23091,freeze,"('freeze', 'frames')",8.98968075729999
23139,french,"('french', 'skier')",15.239332951213036
23140,french,"('french', 'qwerty')",14.239332951213036
23141,french,"('french', 'punishment')",13.654370450491882
23142,french,"('upscale', 'french')",13.239332951213036
23143,french,"('french', 'castles')",13.239332951213036
23214,front page,"('front page', 'states')",10.974250716730383
23215,front page,"('front page', '2002')",10.399556551463052
23216,front page,"('front page', 'printed')",9.309671047945862
23217,front page,"('forget', 'front page')",9.036986472078347
23218,front page,"('original', 'front page')",7.978092783024778
23245,front page server,"('front page server', 'extensions')",15.961798975684125
23246,front page server,"('using', 'front page server')",9.114428374778642
23247,frontpage,"('frontpage', '98.')",13.261359257543036
23248,frontpage,"('frontpage', '2002.')",13.261359257543033
23249,frontpage,"('frontpage', 'extensions')",13.261359257543033
23250,frontpage,"('frontpage', '2002')",11.454004335485429
23251,frontpage,"('appreciate', 'frontpage')",9.364118831968236
23269,ft,"('1,000', 'ft')",16.561261046100395
23270,ft,"('using', 'ft')",6.529465874057488
23271,ft,"('ft', 'of')",5.806525350644161
23272,ft,"('ft', 'for')",3.8899511861557627
23273,ftm,"('re-installing', 'ftm')",11.206911473520659
23274,ftm,"('damaged', 'ftm')",11.113802069129177
23275,ftm,"('ftm', '2012.')",11.084054725735125
23276,ftm,"('abandon', 'ftm')",10.528839568408022
23277,ftm,"('thick', 'ftm')",10.413362350988086
23339,ftm software,"('ftm software', 'provides')",10.859560781753387
23340,ftm software,"('ftm software', 'loaded')",10.446099137400086
23341,ftm software,"('2012', 'ftm software')",10.051306143395415
23342,ftm software,"('between', 'ftm software')",9.001797043616047
